skill_enchant_charge_begin	group_item=98232	exp_grade={{0;10000;10000};{1;2250;3000000};{2;750;3000000};{3;450;3000000};{4;11;3000000}}	commission_item_id=57	group_id=1	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=95526	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=94321	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=95527	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=94322	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=95528	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=94323	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=95508	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=93388	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=95511	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=93633	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=95509	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=93392	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=95553	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=94669	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=95560	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=94676	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98486	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98497	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98487	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98498	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98538	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98539	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98491	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98502	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98701	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98702	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98703	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98704	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98705	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98706	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98707	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98708	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98866	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98872	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98867	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98873	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98868	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98874	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98869	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=98875	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=99916	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=99915	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=99914	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=99906	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=99905	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=99904	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=99815	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100258	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100266	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100428	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100434	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100429	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100435	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100708	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100718	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100709	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100719	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100710	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100720	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100711	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=100721	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=101134	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=101148	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=101164	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=101177	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=101163	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=101176	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=101162	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=101175	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=101135	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=101149	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=101136	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=101150	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=102077	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=102078	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=102282	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=102283	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=102284	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
skill_enchant_charge_begin	group_item=102285	exp_grade={{1;300000;3000000};{2;50000;3000000};{3;28000;3000000};{4;700;3000000}}	commission_item_id=57	group_id=4	target_level=0	skill_enchant_charge_end
